name,price,href,chipset,memory,core_clock,boost_clock,color,length
MSI GeForce RTX 3060 Ventus 2X 12G,269.98,https://pcpartpicker.com/product/pD8bt6/msi-geforce-rtx-3060-ventus-2x-12g-geforce-rtx-3060-12gb-12-gb-video-card-rtx3060ventus2x12goc,GeForce RTX 3060 12GB,12,1320,1777,Black,235
MSI VENTUS 2X BLACK OC,293,https://pcpartpicker.com/product/7s88TW/msi-ventus-2x-black-oc-geforce-rtx-4060-8-gb-video-card-rtx-4060-ventus-2x-black-8g-oc,GeForce RTX 4060,8,1830,2505,Black,199
Gigabyte WINDFORCE OC,599.99,https://pcpartpicker.com/product/HCkH99/gigabyte-windforce-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407swf3oc-12gd,GeForce RTX 4070 SUPER,12,1980,2505,Black,261
Gigabyte WINDFORCE OC,549.99,https://pcpartpicker.com/product/FnLdnQ/gigabyte-windforce-oc-geforce-rtx-4070-12-gb-video-card-gv-n4070wf3oc-12gd,GeForce RTX 4070,12,1920,2490,Black,261
Gigabyte EAGLE,179.99,https://pcpartpicker.com/product/G9ytt6/gigabyte-radeon-rx-6600-8-gb-eagle-video-card-gv-r66eagle-8gd,Radeon RX 6600,8,1626,2491,Black / Silver,282
Gigabyte GAMING OC,489.99,https://pcpartpicker.com/product/mHpQzy/gigabyte-gaming-oc-radeon-rx-7800-xt-16-gb-video-card-gv-r78xtgaming-oc-16gd,Radeon RX 7800 XT,16,1295,2565,Black,302
Asus ROG STRIX GAMING OC,,https://pcpartpicker.com/product/ZKWzK8/asus-rog-strix-gaming-oc-geforce-rtx-4090-24-gb-video-card-rog-strix-rtx4090-o24g-gaming,GeForce RTX 4090,24,2235,2640,Black,358
Gigabyte WINDFORCE OC,799.99,https://pcpartpicker.com/product/KvcgXL/gigabyte-windforce-oc-geforce-rtx-4070-ti-super-16-gb-video-card-gv-n407tswf3oc-16gd,GeForce RTX 4070 Ti SUPER,16,2340,2625,Black,261
Asus TUF GAMING,999.99,https://pcpartpicker.com/product/kppQzy/asus-tuf-gaming-geforce-rtx-4080-super-16-gb-video-card-tuf-rtx4080s-16g-gaming,GeForce RTX 4080 SUPER,16,2210,2580,Black,348
Gigabyte GAMING OC,399.99,https://pcpartpicker.com/product/VTFmP6/gigabyte-gaming-oc-radeon-rx-7700-xt-12-gb-video-card-gv-r77xtgaming-oc-12gd,Radeon RX 7700 XT,12,1700,2599,Black,302
Gigabyte WINDFORCE OC,299.99,https://pcpartpicker.com/product/r9cgXL/gigabyte-windforce-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060wf2oc-8gd,GeForce RTX 4060,8,1830,,Black,192
PNY VCNRTX6000ADA-PB,7201.58,https://pcpartpicker.com/product/82bRsY/pny-vcnrtx6000ada-pb-rtx-6000-ada-generation-48-gb-video-card-vcnrtx6000ada-pb,RTX 6000 Ada Generation,48,915,2505,Black / Gold,267
MSI VENTUS 2X BLACK OC,424.99,https://pcpartpicker.com/product/4DkH99/msi-ventus-2x-black-oc-geforce-rtx-4060-ti-16-gb-video-card-rtx-4060-ti-ventus-2x-black-16g-oc,GeForce RTX 4060 Ti,16,2310,2625,Black,199
XFX Speedster QICK 319 Core,310.6,https://pcpartpicker.com/product/4RrRsY/xfx-radeon-rx-6750-xt-12-gb-speedster-qick-319-core-video-card-rx-675xyjfdp,Radeon RX 6750 XT,12,2150,2600,Black,323
Asus ROG STRIX GAMING OC,2199.99,https://pcpartpicker.com/product/V8hFf7/asus-rog-strix-gaming-oc-geforce-rtx-4090-24-gb-video-card-rog-strix-rtx4090-o24g-white,GeForce RTX 4090,24,2235,2640,White,358
XFX Speedster MERC 310 Black Edition,899.99,https://pcpartpicker.com/product/GtXJ7P/xfx-speedster-merc-310-black-edition-radeon-rx-7900-xtx-24-gb-video-card-rx-79xmercb9,Radeon RX 7900 XTX,24,2300,2615,Black / Silver,344
XFX Speedster SWFT 210 Core,230.15,https://pcpartpicker.com/product/NDvdnQ/xfx-radeon-rx-6650-xt-8-gb-speedster-swft-210-core-video-card-rx-665x8dfdy,Radeon RX 6650 XT,8,2055,2635,Black / Silver,241
Gigabyte WINDFORCE V2,999.99,https://pcpartpicker.com/product/VxjRsY/gigabyte-windforce-v2-geforce-rtx-4080-super-16-gb-video-card-gv-n408swf3v2-16gd,GeForce RTX 4080 SUPER,16,2210,2550,Black,330
Asus TUF GAMING OC,849,https://pcpartpicker.com/product/9ksV3C/asus-tuf-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-tuf-rtx4070tis-o16g-gaming,GeForce RTX 4070 Ti SUPER,16,2340,2670,Black,305
NVIDIA Founders Edition,2399.98,https://pcpartpicker.com/product/BCGbt6/nvidia-founders-edition-geforce-rtx-4090-24-gb-video-card-900-1g136-2530-000,GeForce RTX 4090,24,2230,2520,Black / Silver,304
XFX GTS XXX,119.99,https://pcpartpicker.com/product/MsWfrH/xfx-gts-xxx-radeon-rx-580-8-gb-video-card-rx-580p8dfd6,Radeon RX 580,8,1366,1386,Black / Red,270
Gigabyte AERO OC,319.99,https://pcpartpicker.com/product/xh3NnQ/gigabyte-aero-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060aero-oc-8gd,GeForce RTX 4060,8,1830,,White,281
Sapphire PULSE,689.99,https://pcpartpicker.com/product/3BQcCJ/sapphire-pulse-radeon-rx-7900-xt-20-gb-video-card-11323-02-20g,Radeon RX 7900 XT,20,2000,2450,Black / Red,313
XFX Speedster SWFT 210,199.99,https://pcpartpicker.com/product/wdvdnQ/xfx-radeon-rx-6600-8-gb-speedster-swft-210-video-card-rx-66xl8lfdq,Radeon RX 6600,8,1626,2491,Black,241
XFX Speedster QICK 319 Core,469.99,https://pcpartpicker.com/product/GYfxFT/xfx-speedster-qick-319-core-radeon-rx-7800-xt-16-gb-video-card-rx-78tqickf9,Radeon RX 7800 XT,16,1295,2430,Black,335
XFX Speedster SWFT 309,289.99,https://pcpartpicker.com/product/RFGbt6/xfx-radeon-rx-6700-xt-12-gb-speedster-swft-309-video-card-rx-67xtyjfdv,Radeon RX 6700 XT,12,2321,2581,Black,304
Gigabyte GAMING OC,1799.99,https://pcpartpicker.com/product/TgkWGX/gigabyte-gaming-oc-geforce-rtx-4090-24-gb-video-card-gv-n4090gaming-oc-24gd,GeForce RTX 4090,24,2235,,Black,340
Gigabyte GAMING OC,,https://pcpartpicker.com/product/Fq26Mp/gigabyte-gaming-oc-radeon-rx-7900-gre-16-gb-video-card-gv-r79gregaming-oc-16gd,Radeon RX 7900 GRE,16,1270,2391,Black,302
Gigabyte GAMING OC,314.99,https://pcpartpicker.com/product/sqyH99/gigabyte-gaming-oc-radeon-rx-7600-xt-16-gb-video-card-gv-r76xtgaming-oc-16gd,Radeon RX 7600 XT,16,1720,,Black / Gray,281
XFX Speedster SWFT 319 Core,,https://pcpartpicker.com/product/WMgrxr/xfx-speedster-swft-319-core-radeon-rx-6800-16-gb-video-card-rx-68xlaqfde,Radeon RX 6800,16,1700,2105,Black,340
Zotac GAMING Trinity,799.99,https://pcpartpicker.com/product/nbDQzy/zotac-gaming-trinity-geforce-rtx-4070-ti-super-16-gb-video-card-zt-d40730d-10p,GeForce RTX 4070 Ti SUPER,16,2340,2610,Black,307
MSI VENTUS 3X OC,1011.81,https://pcpartpicker.com/product/gvcgXL/msi-ventus-3x-oc-geforce-rtx-4080-super-16-gb-video-card-rtx-4080-super-16g-ventus-3x-oc,GeForce RTX 4080 SUPER,16,2210,2595,Black,322
ASRock Challenger OC,389.99,https://pcpartpicker.com/product/8wDQzy/asrock-challenger-oc-radeon-rx-7700-xt-12-gb-video-card-rx7700xt-cl-12go,Radeon RX 7700 XT,12,1700,2584,Black,266
MSI VENTUS 2X OC,589.99,https://pcpartpicker.com/product/y6dG3C/msi-ventus-2x-oc-geforce-rtx-4070-super-12-gb-video-card-rtx-4070-super-12g-ventus-2x-oc,GeForce RTX 4070 SUPER,12,1980,2520,Black,242
PNY VERTO OC,959.99,https://pcpartpicker.com/product/BMgrxr/pny-verto-oc-geforce-rtx-4080-super-16-gb-video-card-vcg4080s16tfxpb1-o,GeForce RTX 4080 SUPER,16,2210,2565,Black,340
Gigabyte AERO OC,1849.99,https://pcpartpicker.com/product/JMZXsY/gigabyte-aero-oc-geforce-rtx-4090-24-gb-video-card-gv-n4090aero-oc-24gd,GeForce RTX 4090,24,2520,2535,Silver / White,342
Asus Dual GeForce RTX 3060 V2 OC Edition,284.33,https://pcpartpicker.com/product/KXYmP6/asus-geforce-rtx-3060-12-gb-dual-oc-v2-video-card-dual-rtx3060-o12g-v2,GeForce RTX 3060 12GB,12,1320,1867,Black,200
ASRock Challenger D,189.99,https://pcpartpicker.com/product/D9ytt6/asrock-radeon-rx-6600-8-gb-challenger-d-video-card-rx6600-cld-8g,Radeon RX 6600,8,1626,,Black,269
Asus DUAL OC,619.99,https://pcpartpicker.com/product/LLP8TW/asus-dual-oc-geforce-rtx-4070-12-gb-video-card-dual-rtx4070-o12g-white,GeForce RTX 4070,12,2520,2550,White,267
NVIDIA Founders Edition,669,https://pcpartpicker.com/product/K688TW/nvidia-founders-edition-geforce-rtx-4070-12-gb-video-card-900-1g141-2544-000,GeForce RTX 4070,12,1920,2480,Black / Silver,244
MSI RTX 3060 Ventus 3X 12G OC,275.99,https://pcpartpicker.com/product/tkTp99/msi-geforce-rtx-3060-12-gb-ventus-3x-oc-video-card-rtx3060ventus3x12goc,GeForce RTX 3060 12GB,12,1320,1807,Black,316
Asus TUF GAMING OC,1819.99,https://pcpartpicker.com/product/rB2WGX/asus-tuf-gaming-oc-geforce-rtx-4090-24-gb-video-card-tuf-rtx4090-o24g-gaming,GeForce RTX 4090,24,2235,2595,Black,348
MSI VENTUS 2X OC,524.89,https://pcpartpicker.com/product/NHzXsY/msi-ventus-2x-oc-geforce-rtx-4070-12-gb-video-card-rtx-4070-ventus-2x-12g-oc,GeForce RTX 4070,12,1920,2520,Silver / Black,242
Asus ProArt OC,1149,https://pcpartpicker.com/product/bbDQzy/asus-proart-oc-geforce-rtx-4080-super-16-gb-video-card-proart-rtx4080s-o16g,GeForce RTX 4080 SUPER,16,2210,2640,Black / Gold,300
ASRock Challenger OC,529.99,https://pcpartpicker.com/product/Ln4Zxr/asrock-challenger-oc-radeon-rx-7900-gre-16-gb-video-card-rx7900gre-cl-16go,Radeon RX 7900 GRE,16,1270,2293,Black,269
NVIDIA Founders Edition,529,https://pcpartpicker.com/product/wvgQzy/nvidia-geforce-rtx-3060-ti-8-gb-founders-edition-video-card-900-1g142-2520-000,GeForce RTX 3060 Ti,8,1410,1670,Black / Silver,242
Gigabyte AERO OC,679.99,https://pcpartpicker.com/product/hbDQzy/gigabyte-aero-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407saero-oc-12gd,GeForce RTX 4070 SUPER,12,1980,2565,White / Silver,300
XFX RX-79GMERCB9,549.99,https://pcpartpicker.com/product/wXtLrH/xfx-rx-79gmercb9-radeon-rx-7900-gre-16-gb-video-card-rx-79gmercb9,Radeon RX 7900 GRE,16,1270,2395,Black,335
XFX Speedster SWFT 319,,https://pcpartpicker.com/product/Hg92FT/xfx-radeon-rx-6800-16-gb-speedster-swft-319-video-card-rx-68xlaqfd9,Radeon RX 6800,16,1700,2105,Black,340
Sapphire PULSE,494.99,https://pcpartpicker.com/product/fcBzK8/sapphire-pulse-radeon-rx-7800-xt-16-gb-video-card-11330-02-20g,Radeon RX 7800 XT,16,1295,,Black / Red,280
ASRock Challenger OC,469.99,https://pcpartpicker.com/product/rfV2FT/asrock-challenger-oc-radeon-rx-7800-xt-16-gb-video-card-rx7800xt-cl-16go,Radeon RX 7800 XT,16,1295,2475,Black,267
Asus DUAL OC,899.95,https://pcpartpicker.com/product/Hc7scf/asus-dual-oc-geforce-rtx-4070-super-12-gb-video-card-dual-rtx4070s-o12g,GeForce RTX 4070 SUPER,12,1980,2550,Black,267
Sapphire NITRO+,999.99,https://pcpartpicker.com/product/F3fnTW/sapphire-nitro-radeon-rx-7900-xtx-24-gb-video-card-11322-01-20g,Radeon RX 7900 XTX,24,2300,2680,Silver / Black,320
Gigabyte GAMING OC,254.99,https://pcpartpicker.com/product/rh7scf/gigabyte-gaming-oc-radeon-rx-7600-xt-8-gb-video-card-gv-r76gaming-oc-8gd,Radeon RX 7600,8,1720,2755,Black / Silver,282
PowerColor Fighter,299.99,https://pcpartpicker.com/product/pk7scf/powercolor-fighter-radeon-rx-6750-xt-12-gb-video-card-axrx-6750-xt-12gbd6-3dh,Radeon RX 6750 XT,12,2150,2600,Black,230
ASRock Challenger,199.99,https://pcpartpicker.com/product/28zXsY/asrock-challenger-radeon-rx-6600-8-gb-video-card-rx6600-clw-8g,Radeon RX 6600,8,1626,2491,White,269
Gigabyte GAMING OC,628,https://pcpartpicker.com/product/tzRwrH/gigabyte-gaming-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407sgaming-oc-12gd,GeForce RTX 4070 SUPER,12,1980,2565,Black,300
Asus TUF GAMING OC,879.99,https://pcpartpicker.com/product/7QYRsY/asus-tuf-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-tuf-rtx4070tis-o16g-white-gaming,GeForce RTX 4070 Ti SUPER,16,2340,2670,White,305
Zotac GAMING Trinity OC,1069.97,https://pcpartpicker.com/product/MjCZxr/zotac-gaming-trinity-oc-geforce-rtx-4080-super-16-gb-video-card-zt-d40820q-10p,GeForce RTX 4080 SUPER,16,2210,2565,White,307
MSI VENTUS 2X OC,169.99,https://pcpartpicker.com/product/TGMMnQ/msi-ventus-2x-oc-geforce-rtx-3050-6gb-6-gb-video-card-rtx-3050-ventus-2x-6g-oc,GeForce RTX 3050 6GB,6,1040,1492,Black,189
Asus DUAL EVO OC,304.99,https://pcpartpicker.com/product/rQQKHx/asus-dual-evo-oc-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-evo,GeForce RTX 4060,8,1830,2535,Black,227
XFX Speedster QICK 309,319.99,https://pcpartpicker.com/product/XxQKHx/xfx-speedster-qick-309-radeon-rx-7600-xt-16-gb-video-card-rx-76tqickbp,Radeon RX 7600 XT,16,1720,2810,Black,302
MSI SUPRIM LIQUID X,1929.99,https://pcpartpicker.com/product/VtPQzy/msi-suprim-liquid-x-geforce-rtx-4090-24-gb-video-card-geforce-rtx-4090-suprim-liquid-x-24g,GeForce RTX 4090,24,2235,,Black / Silver,280
MSI VENTUS 2X BLACK OC,374.99,https://pcpartpicker.com/product/gYNYcf/msi-ventus-2x-black-oc-geforce-rtx-4060-ti-8-gb-video-card-rtx-4060-ti-ventus-2x-black-8g-oc,GeForce RTX 4060 Ti,8,2310,,Black,199
Asus ROG STRIX GAMING OC,1249.99,https://pcpartpicker.com/product/jdcgXL/asus-rog-strix-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-rog-strix-rtx4080s-o16g-gaming,GeForce RTX 4080 SUPER,16,2210,2670,Black,358
ASRock Phantom Gaming OC,899.99,https://pcpartpicker.com/product/gCBG3C/asrock-phantom-gaming-oc-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-pg-24go,Radeon RX 7900 XTX,24,2300,2615,Black,330
MSI RTX 4070 Ti SUPER 16G VENTUS 3X BLACK OC,799.99,https://pcpartpicker.com/product/VVxxFT/msi-rtx-4070-ti-super-16g-ventus-3x-black-oc-geforce-rtx-4070-ti-super-16-gb-video-card-rtx-4070-ti-super-16g-ventus-3x-black-oc,GeForce RTX 4070 Ti SUPER,16,2340,2655,,322
ASRock Phantom Gaming D OC,429.99,https://pcpartpicker.com/product/XPjNnQ/asrock-radeon-rx-6800-xt-16-gb-phantom-gaming-d-oc-video-card-rx6800xt-pgd-16go,Radeon RX 6800 XT,16,1825,,Black / Silver,330
MSI GT 710 2GD3 LP,54.99,https://pcpartpicker.com/product/2BjWGX/msi-video-card-gt7102gd3lp,GeForce GT 710,2,954,,Black,146
Gigabyte AERO OC,1099.97,https://pcpartpicker.com/product/94hv6h/gigabyte-aero-oc-geforce-rtx-4080-super-16-gb-video-card-gv-n408saero-oc-16gd,GeForce RTX 4080 SUPER,16,2210,2595,White / Silver,342
Gigabyte WINDFORCE OC,449.99,https://pcpartpicker.com/product/F626Mp/gigabyte-windforce-oc-geforce-rtx-4060-ti-16-gb-video-card-gv-n406twf2oc-16gd,GeForce RTX 4060 Ti,16,2310,2565,Black / Silver,201
Gigabyte EAGLE OC,304.99,https://pcpartpicker.com/product/kkJp99/gigabyte-eagle-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060eagle-oc-8gd,GeForce RTX 4060,8,1830,,Black,272
MSI GAMING X SLIM,619.99,https://pcpartpicker.com/product/JJZXsY/msi-gaming-x-slim-geforce-rtx-4070-super-12-gb-video-card-rtx-4070-super-12g-gaming-x-slim,GeForce RTX 4070 SUPER,12,1980,2655,Black,307
Gigabyte WINDFORCE OC Rev 2.0,279.99,https://pcpartpicker.com/product/rvNYcf/gigabyte-windforce-oc-rev-20-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060wf2oc-12gd-rev20,GeForce RTX 3060 12GB,12,1320,1792,Black,198
ASRock Phantom Gaming OC,699.99,https://pcpartpicker.com/product/WbxxFT/asrock-phantom-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-rx7900xt-pgw-20go,Radeon RX 7900 XT,20,2000,2450,White,330
XFX Speedster SWFT 210,309.99,https://pcpartpicker.com/product/vT9wrH/xfx-speedster-swft-210-radeon-rx-7600-xt-16-gb-video-card-rx-76tswftfp,Radeon RX 7600 XT,16,1720,2755,Black,272
Asus ROG STRIX GAMING OC,1299.99,https://pcpartpicker.com/product/zQYRsY/asus-rog-strix-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-rog-strix-rtx4080s-o16g-white,GeForce RTX 4080 SUPER,16,2210,2670,White,358
Asus DUAL EVO OC,599.99,https://pcpartpicker.com/product/qtbRsY/asus-dual-evo-oc-geforce-rtx-4070-super-12-gb-video-card-dual-rtx4070s-o12g-evo,GeForce RTX 4070 SUPER,12,1980,2550,Black,227
Gigabyte GAMING OC,699.99,https://pcpartpicker.com/product/w8hFf7/gigabyte-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-gv-r79xtgaming-oc-20gd,Radeon RX 7900 XT,20,2000,2535,Black,331
NVIDIA Founders Edition,,https://pcpartpicker.com/product/QHDQzy/nvidia-founders-edition-geforce-rtx-4070-super-12-gb-video-card-900-1g141-2534-000,GeForce RTX 4070 SUPER,12,1980,2480,Black / Silver,244
Zotac GAMING Twin Edge OC,609.99,https://pcpartpicker.com/product/Y39wrH/zotac-gaming-twin-edge-oc-geforce-rtx-4070-super-12-gb-video-card-zt-d40720h-10m,GeForce RTX 4070 SUPER,12,1980,2490,Black,234
ASRock Steel Legend OC,489.99,https://pcpartpicker.com/product/bfV2FT/asrock-steel-legend-oc-radeon-rx-7800-xt-16-gb-video-card-rx7800xt-sl-16go,Radeon RX 7800 XT,16,1295,2520,White,304
PowerColor Fighter,199.99,https://pcpartpicker.com/product/fQhFf7/powercolor-radeon-rx-6600-8-gb-fighter-video-card-axrx-6600-8gbd6-3dh,Radeon RX 6600,8,1626,2491,Black,200
Gigabyte AERO OC,839,https://pcpartpicker.com/product/qjCZxr/gigabyte-aero-oc-geforce-rtx-4070-ti-super-16-gb-video-card-gv-n407tsaero-oc-16gd,GeForce RTX 4070 Ti SUPER,16,2340,2655,White / Silver,300
PowerColor Fighter OC,384.75,https://pcpartpicker.com/product/6gZXsY/powercolor-fighter-oc-radeon-rx-7700-xt-12-gb-video-card-rx-7700-xt-12g-foc,Radeon RX 7700 XT,12,1700,2584,Black,290
MSI GAMING X SLIM,849.99,https://pcpartpicker.com/product/p7Hqqs/msi-gaming-x-slim-geforce-rtx-4070-ti-super-16-gb-video-card-rtx-4070-ti-super-16g-gaming-x-slim,GeForce RTX 4070 Ti SUPER,16,2340,2685,Black / Silver,307
MSI D6 VENTUS XS OCV3,119.99,https://pcpartpicker.com/product/LyZXsY/msi-d6-ventus-xs-ocv3-geforce-gtx-1650-g6-4-gb-video-card-gtx-1650-d6-ventus-xs-ocv3,GeForce GTX 1650 G6,4,1410,1620,Silver / Black,179
Asus TUF GAMING OC,1099,https://pcpartpicker.com/product/rNjRsY/asus-tuf-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-tuf-rtx4080s-o16g-gaming,GeForce RTX 4080 SUPER,16,2210,2640,Black,348
Sapphire PULSE,438.13,https://pcpartpicker.com/product/TxTZxr/sapphire-pulse-radeon-rx-7700-xt-12-gb-video-card-11335-04-20g,Radeon RX 7700 XT,12,1700,2544,Black / Red,280
XFX Speedster SWFT 210 Core,249.99,https://pcpartpicker.com/product/6jn9TW/xfx-speedster-swft-210-core-radeon-rx-7600-xt-8-gb-video-card-rx-76pswftfy,Radeon RX 7600,8,1875,2655,Black,241
XFX Speedster MERC 310,679.99,https://pcpartpicker.com/product/7dNxFT/xfx-speedster-merc-310-radeon-rx-7900-xt-20-gb-video-card-rx-79tmercu9,Radeon RX 7900 XT,20,2000,2535,Black / Silver,344
XFX Speedster MERC 310 Black Edition,689.97,https://pcpartpicker.com/product/N9xRsY/xfx-speedster-merc-310-black-edition-radeon-rx-7900-xt-20-gb-video-card-rx-79tmercb9,Radeon RX 7900 XT,20,2000,2560,Black / Silver,344
Asus DUAL OC,509.99,https://pcpartpicker.com/product/tXNYcf/asus-dual-oc-radeon-rx-7800-xt-16-gb-video-card-90yv0jj1-m0aa00,Radeon RX 7800 XT,16,1295,2520,Black,280
MSI VENTUS 3X OC,619.99,https://pcpartpicker.com/product/PwZXsY/msi-ventus-3x-oc-geforce-rtx-4070-super-12-gb-video-card-rtx-4070-super-12g-ventus-3x-oc,GeForce RTX 4070 SUPER,12,1980,2520,Black,308
ASRock Challenger D OC,239.99,https://pcpartpicker.com/product/DgFbt6/asrock-radeon-rx-6600-xt-8-gb-challenger-d-oc-video-card-rx6600xt-cld-8go,Radeon RX 6600 XT,8,1968,,Black,269
Sapphire NITRO+,541.94,https://pcpartpicker.com/product/N4P8TW/sapphire-nitro-radeon-rx-7800-xt-16-gb-video-card-11330-01-20g,Radeon RX 7800 XT,16,1295,,Black,320
Gigabyte GAMING OC,815,https://pcpartpicker.com/product/yjYmP6/gigabyte-gaming-oc-geforce-rtx-4070-ti-12-gb-video-card-gv-n407tgaming-oc-12gd,GeForce RTX 4070 Ti,12,2310,2640,Black,336
MSI VENTUS XS OC,227.99,https://pcpartpicker.com/product/Z3wkcf/msi-geforce-gtx-1660-super-6-gb-ventus-xs-oc-video-card-gtx-1660-super-ventus-xs-oc,GeForce GTX 1660 SUPER,6,1530,1815,Black / Silver,204
PowerColor Hellhound OC,,https://pcpartpicker.com/product/KMYRsY/powercolor-hellhound-oc-radeon-rx-7900-gre-16-gb-video-card-rx-7900-gre-16g-loc,Radeon RX 7900 GRE,16,1270,2366,Black,322
MSI VENTUS 3X OC,479.99,https://pcpartpicker.com/product/f7pQzy/msi-ventus-3x-oc-geforce-rtx-4060-ti-16-gb-video-card-rtx-4060-ti-ventus-3x-16g-oc,GeForce RTX 4060 Ti,16,2310,2625,Silver / Black,308
Asus DUAL OC,309.99,https://pcpartpicker.com/product/qpzXsY/asus-dual-oc-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-white,GeForce RTX 4060,8,1830,2535,White,227
Sapphire PULSE,929.99,https://pcpartpicker.com/product/RRfnTW/sapphire-pulse-radeon-rx-7900-xtx-24-gb-video-card-11322-02-20g,Radeon RX 7900 XTX,24,2300,2525,Black / Red,313
PNY VERTO OC,594.99,https://pcpartpicker.com/product/WHKscf/pny-verto-oc-geforce-rtx-4070-super-12-gb-video-card-vcg4070s12dfxpb1-o,GeForce RTX 4070 SUPER,12,1980,2490,Black,247
EVGA XC3 ULTRA GAMING,559,https://pcpartpicker.com/product/7j6qqs/evga-geforce-rtx-3070-8-gb-xc3-ultra-gaming-video-card-08g-p5-3755-kr,GeForce RTX 3070,8,1500,1770,Black / Silver,285
Zotac GAMING Trinity OC,829.97,https://pcpartpicker.com/product/NrXV3C/zotac-gaming-trinity-oc-geforce-rtx-4070-ti-super-16-gb-video-card-zt-d40730q-10p,GeForce RTX 4070 Ti SUPER,16,2340,2625,White,307
PowerColor Fighter OC,539.99,https://pcpartpicker.com/product/QgcgXL/powercolor-fighter-oc-radeon-rx-7900-gre-16-gb-video-card-rx-7900-gre-16g-foc,Radeon RX 7900 GRE,16,1270,2293,Black,303
ASRock Steel Legend OC,549.99,https://pcpartpicker.com/product/GDdG3C/asrock-steel-legend-oc-radeon-rx-7900-gre-16-gb-video-card-rx7900gre-sl-16go,Radeon RX 7900 GRE,16,1270,2333,White,304
ASRock Taichi OC,999.99,https://pcpartpicker.com/product/Tb88TW/asrock-taichi-oc-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-tcw-24go,Radeon RX 7900 XTX,24,2300,2680,White,345
ASRock Challenger D OC,179,https://pcpartpicker.com/product/rkdrxr/asrock-radeon-rx-5700-xt-8-gb-challenger-d-oc-video-card-rx-5700-xt-challenger-d-8g-oc,Radeon RX 5700 XT,8,1650,1905,Black / Yellow,281
NVIDIA Founders Edition,899.99,https://pcpartpicker.com/product/c2kWGX/nvidia-geforce-rtx-3080-ti-12-gb-founders-edition-video-card-900-1g133-2518-000,GeForce RTX 3080 Ti,12,1370,1670,Silver / Black,285
Asus TUF GAMING OC,645,https://pcpartpicker.com/product/tZDQzy/asus-tuf-gaming-oc-geforce-rtx-4070-super-12-gb-video-card-tuf-rtx4070s-o12g-gaming,GeForce RTX 4070 SUPER,12,1980,2595,Black,301
MSI VENTUS 2X XS OC,199.99,https://pcpartpicker.com/product/3Xn9TW/msi-ventus-2x-xs-oc-geforce-rtx-3050-8gb-8-gb-video-card-rtx-3050-ventus-2x-xs-8g-oc,GeForce RTX 3050 8GB,8,1550,1807,Black / Gray,205
Sapphire PULSE,199.99,https://pcpartpicker.com/product/gJTp99/sapphire-radeon-rx-6600-8-gb-pulse-video-card-11310-01-20g,Radeon RX 6600,8,1626,2491,Black / Red,193
Gigabyte GAMING OC,1049,https://pcpartpicker.com/product/mXNYcf/gigabyte-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-gv-n408sgaming-oc-16gd,GeForce RTX 4080 SUPER,16,2210,2595,Black,342
MSI LP OC,164.99,https://pcpartpicker.com/product/6GMMnQ/msi-lp-oc-geforce-rtx-3050-6gb-6-gb-video-card-rtx-3050-lp-6g-oc,GeForce RTX 3050 6GB,6,1040,1492,Black,174
MSI GAMING X TRIO,2079.98,https://pcpartpicker.com/product/mVM48d/msi-gaming-x-trio-geforce-rtx-4090-24-gb-video-card-geforce-rtx-4090-gaming-x-trio-24g,GeForce RTX 4090,24,2235,,Black,337
Asus TUF GAMING OC,799.99,https://pcpartpicker.com/product/MQDQzy/asus-tuf-gaming-oc-geforce-rtx-4070-12-gb-video-card-tuf-rtx4070-o12g-gaming,GeForce RTX 4070,12,2550,2580,Black,301
PowerColor Hellhound,689.99,https://pcpartpicker.com/product/k72WGX/powercolor-hellhound-radeon-rx-7900-xt-20-gb-video-card-rx7900xt-20g-loc,Radeon RX 7900 XT,20,2000,2500,Black,320
MSI GeForce RTX 3060 Ti GAMING X,,https://pcpartpicker.com/product/FpD7YJ/msi-geforce-rtx-3060-ti-8-gb-gaming-x-video-card-rtx-3060-ti-gaming-x,GeForce RTX 3060 Ti,8,1410,1770,Black / Silver,278
Zotac GAMING Trinity,1019.99,https://pcpartpicker.com/product/Gy7scf/zotac-gaming-trinity-geforce-rtx-4080-super-16-gb-video-card-zt-d40820d-10p,GeForce RTX 4080 SUPER,16,2210,2550,Black,307
