name,price,href,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Corsair Vengeance RGB Pro 32 GB,87.99,https://pcpartpicker.com/product/wbHRsY/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-2933-memory-cmw32gx4m2z2933c16,"4,2933","2,16",2.75,Black,10.91,16
Patriot Viper Steel RGB 32 GB,66.98,https://pcpartpicker.com/product/BgRgXL/patriot-viper-steel-rgb-32-gb-2-x-16-gb-ddr4-3200-cl18-memory-pvsr432g320c8k,"4,3200","2,16",2.093,Black,11.25,18
G.Skill Value 16 GB,30.97,https://pcpartpicker.com/product/XVV48d/gskill-memory-f310600cl9d16gbnt,"3,1333","2,8",1.936,Black,13.503,9
GeIL Orion AMD Edition 32 GB,54.98,https://pcpartpicker.com/product/snvdnQ/geil-orion-amd-edition-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-gaog432gb3600c18bdc,"4,3600","2,16",1.718,Gray,10,18
TEAMGROUP T-Force Delta RGB 64 GB,174.99,https://pcpartpicker.com/product/3v6NnQ/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-5600-cl36-memory-ff3d564g5600hc36bdc01,"5,5600","2,32",2.734,Black / Silver,12.857,36
Corsair Vengeance RGB Pro 16 GB,56.99,https://pcpartpicker.com/product/rsWfrH/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3000-memory-cmw16gx4m2c3000c15,"4,3000","2,8",3.562,Black,10,15
V-Color TRA564G56D436O 512 GB,3199.99,https://pcpartpicker.com/product/rLRwrH/v-color-tra564g56d436o-512-gb-8-x-64-gb-registered-ddr5-5600-cl36-memory-tra564g56d436o,"5,5600","8,64",6.25,Black,12.857,36
G.Skill Trident Z RGB 32 GB,,https://pcpartpicker.com/product/WtjWGX/gskill-tridentz-rgb-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c14d-32gtzr,"4,3200","2,16",,Black,8.75,14
TEAMGROUP T-Force Vulcan 16 GB,81.91,https://pcpartpicker.com/product/ZfNxFT/teamgroup-t-force-vulcan-16-gb-1-x-16-gb-ddr5-5200-cl40-memory-flbd516g5200hc40c01,"5,5200","1,16",5.119,Black,15.385,40
V-Color Prism Pro 16 GB,39.99,https://pcpartpicker.com/product/3p6p99/v-color-prism-pro-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tl8g36818d-e6prkwk,"4,3600","2,8",2.499,Black,10,18
TEAMGROUP T-Force Vulcan 16 GB,,https://pcpartpicker.com/product/xGNYcf/teamgroup-t-force-vulcan-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-flbd516g6000hc3001,"5,6000","1,16",,Black,10,30
G.Skill Ripjaws V 16 GB,,https://pcpartpicker.com/product/VtL48d/gskill-ripjaws-v-16gb-2-x-8gb-ddr4-3600-memory-f4-3600c19d-16gvrb,"4,3600","2,8",,Red / Black,10.556,19
Kingston ValueRAM 8 GB,22.29,https://pcpartpicker.com/product/zjWfrH/kingston-valueram-8gb-1-x-8gb-ddr4-2400-memory-kvr24n17s88,"4,2400","1,8",2.786,Green,14.167,17
Klevv CRAS V RGB 32 GB,,https://pcpartpicker.com/product/H9n9TW/klevv-cras-v-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-kd5agua80-72b340g,"5,7200","2,16",,Black,9.444,34
Silicon Power XPOWER Pulse Gaming 64 GB,,https://pcpartpicker.com/product/wKfxFT/silicon-power-xpower-pulse-gaming-64-gb-2-x-32-gb-ddr5-7200-cl34-memory-sp064gxlwu72afdj,"5,7200","2,32",,Black / White,9.444,34
TEAMGROUP Elite 16 GB,28.99,https://pcpartpicker.com/product/YhMMnQ/teamgroup-elite-16-gb-2-x-8-gb-ddr4-3200-sodimm-cl22-memory-ted416g3200c22dc-s01,"4,3200","2,8",1.812,Black,13.75,22
Kingston FURY Impact 16 GB,77.4,https://pcpartpicker.com/product/XctLrH/kingston-fury-impact-16-gb-1-x-16-gb-ddr5-6400-sodimm-cl38-memory-kf564s38ib-16,"5,6400","1,16",4.838,Black,11.875,38
Corsair Dominator Titanium 48 GB,239.99,https://pcpartpicker.com/product/RZqrxr/corsair-dominator-titanium-48-gb-2-x-24-gb-ddr5-7000-cl36-memory-cmp48gx5m2b7000c36,"5,7000","2,24",5,Black,10.286,36
Corsair Dominator Platinum RGB 32 GB,158.99,https://pcpartpicker.com/product/YNVmP6/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmt32gx5m2x6000c36,"5,6000","2,16",4.968,Black,12,36
Samsung M391A2K43BB1-CPB 16 GB,46.99,https://pcpartpicker.com/product/rzfmP6/samsung-memory-m391a2k43bb1cpb,"4,2133","1,16",2.937,Black / Green,14.065,15
G.Skill Trident Z RGB 16 GB,,https://pcpartpicker.com/product/nJGj4D/gskill-trident-z-rgb-16gb-2-x-8gb-ddr4-4266-memory-f4-4266c19d-16gtzr,"4,4266","2,8",,Multicolor,8.908,19
Kingston FURY Renegade 64 GB,284.32,https://pcpartpicker.com/product/cg7scf/kingston-fury-renegade-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-kf564c32rsk2-64,"5,6400","2,32",4.442,Silver / Black,10,32
Corsair Dominator Platinum RGB 16 GB,85.99,https://pcpartpicker.com/product/PkNgXL/corsair-dominator-platinum-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-cmt16gx4m2c3600c18w,"4,3600","2,8",5.374,White,10,18
Micron MT16JTF1G64AZ-1G6E1 8 GB,16.2,https://pcpartpicker.com/product/QMpQzy/micron-mt16jtf1g64az-1g6e1-8-gb-1-x-8-gb-ddr3-1600-cl11-memory-mt16jtf1g64az-1g6e1,"3,1600","1,8",2.025,Green,13.75,11
OLOy Blade RGB 64 GB,,https://pcpartpicker.com/product/xJV2FT/oloy-blade-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-nd5u3264320irkde,"5,6400","2,32",,Black,10,32
Corsair CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK64GX4M4D3200C16 64 GB,,https://pcpartpicker.com/product/mRVD4D/corsair-vengeance-lpx-64gb-4-x-16gb-ddr4-3200-memory-cmk64gx4m4d3200c16,"4,3200","4,16",,Black / Yellow,10,16
Kingston HyperX Fury 16 GB,,https://pcpartpicker.com/product/dstKHx/kingston-hyperx-fury-16-gb-1-x-16-gb-ddr4-3200-memory-hx432c16fb316,"4,3200","1,16",,Black,10,16
Silicon Power GAMING 32 GB,,https://pcpartpicker.com/product/T9JgXL/silicon-power-gaming-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320fdaad,"4,3200","2,16",,Red / Black,10,16
Corsair Vengeance RGB RS 64 GB,130,https://pcpartpicker.com/product/mXVmP6/corsair-vengeance-rgb-rs-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-cmg64gx4m2e3200c16,"4,3200","2,32",2.031,Black / Gray,10,16
G.Skill Trident Z RGB 96 GB,339.99,https://pcpartpicker.com/product/kCzXsY/gskill-trident-z-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-tz5rs,"5,6400","2,48",3.542,Silver / Black,10,32
Corsair Vengeance RGB 32 GB,124.99,https://pcpartpicker.com/product/djt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmh32gx5m2b5600c36wk,"5,5600","2,16",3.906,Black / Gray,12.857,36
Kingston FURY Beast 32 GB,89.45,https://pcpartpicker.com/product/b6WzK8/kingston-fury-beast-32-gb-4-x-8-gb-ddr4-3600-cl18-memory-kf436c17bbk432,"4,3600","4,8",2.795,Black,10,18
OLOy Blade RGB 32 GB,69.99,https://pcpartpicker.com/product/7MVmP6/oloy-blade-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-nd4u1636181drkde,"4,3600","2,16",2.187,Black,10,18
Klevv BOLT V 32 GB,105.99,https://pcpartpicker.com/product/v626Mp/klevv-bolt-v-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-kd5agua80-68a340h,"5,6800","2,16",3.312,Black,10,34
G.Skill Ripjaws S5 32 GB,99.99,https://pcpartpicker.com/product/t7Fbt6/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5200-cl36-memory-f5-5200j3636c16gx2-rs5k,"5,5200","2,16",3.125,Black,13.846,36
Kingston FURY Beast RGB 16 GB,70.39,https://pcpartpicker.com/product/bdRwrH/kingston-fury-beast-rgb-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-kf560c30bba-16,"5,6000","1,16",4.399,Black,10,30
Kingston FURY Beast 32 GB,147.5,https://pcpartpicker.com/product/PszXsY/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kf564c32bbk2-32,"5,6400","2,16",4.609,Black,10,32
G.Skill NT 16 GB,64.62,https://pcpartpicker.com/product/gRkwrH/gskill-memory-f42133c15d16gnt,"4,2133","2,8",4.039,Black,14.065,15
Kingston FURY Beast RGB 16 GB,63.94,https://pcpartpicker.com/product/PYFbt6/kingston-fury-beast-rgb-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-kf556c40bba-16,"5,5600","1,16",3.996,Black,14.286,40
Kingston ValueRAM 8 GB,27.15,https://pcpartpicker.com/product/qQxbt6/kingston-valueram-8-gb-1-x-8-gb-ddr4-2666-cl19-memory-kvr26n19s8l8,"4,2666","1,8",3.394,Green,14.254,19
AMD R7 Performance 8 GB,,https://pcpartpicker.com/product/X8Jkcf/amd-memory-r748g2400u2s,"4,2400","1,8",,Black / Red,12.5,15
Crucial Ballistix Sport LT 16 GB,,https://pcpartpicker.com/product/YqBTwP/crucial-ballistix-sport-lt-16gb-2-x-8gb-ddr4-2400-memory-bls2k8g4d240fsbk,"4,2400","2,8",,Gray,13.333,16
Corsair Vengeance RGB Pro 16 GB,,https://pcpartpicker.com/product/G8smP6/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-4700-memory-cmw16gx4m2k4700c19,"4,4700","2,8",,Black,8.085,19
Corsair Vengeance RGB Pro 16 GB,,https://pcpartpicker.com/product/VG97YJ/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-3600-memory-cmw16gx4m2k3600c16,"4,3600","2,8",,Black,8.889,16
HP V6 16 GB,,https://pcpartpicker.com/product/tnbTwP/hp-v6-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-7te41aaabc,"4,3200","2,8",,Black,10,16
G.Skill Sniper 16 GB,57.53,https://pcpartpicker.com/product/zch9TW/gskill-memory-f32400c11d16gsr,"3,2400","2,8",3.596,Black / Red,9.167,11
G.Skill Trident Z RGB 16 GB,47.99,https://pcpartpicker.com/product/4WtKHx/gskill-trident-z-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c18d-16gtzr,"4,3600","2,8",2.999,Black,10,18
G.Skill Ripjaws S5 32 GB,104.99,https://pcpartpicker.com/product/9MWzK8/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-f5-6000j3238f16gx2-rs5w,"5,6000","2,16",3.281,White,10.667,32
G.Skill Ripjaws S5 48 GB,149.99,https://pcpartpicker.com/product/QN6NnQ/gskill-ripjaws-s5-48-gb-2-x-24-gb-ddr5-6000-cl40-memory-f5-6000j4048f24gx2-rs5k,"5,6000","2,24",3.125,Black,13.333,40
OCZ Fatal1ty Edition 4 GB,119.96,https://pcpartpicker.com/product/99zv6h/ocz-memory-ocz2f8004gk,"2,800","2,2",29.99,Black,12.5,5
G.Skill Ripjaws V 64 GB,,https://pcpartpicker.com/product/BPVBD3/gskill-memory-f42400c14q64gvk,"4,2400","4,16",,Black,11.667,14
Kingston HyperX Fury 32 GB,,https://pcpartpicker.com/product/n3qBD3/kingston-hyperx-fury-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-hx436c18fb4k232,"4,3600","2,16",,Black,10,18
TEAMGROUP T-Force DELTAα RGB 16 GB,,https://pcpartpicker.com/product/pFsV3C/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr5-5200-cl38-memory-ff7d516g5200hc38cdc016,"5,5200","2,8",,Black,14.615,38
Corsair Vengeance 32 GB,137.99,https://pcpartpicker.com/product/PwbRsY/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmk32gx5m2x6400c32,"5,6400","2,16",4.312,Black,10,32
G.Skill Trident Z5 RGB 32 GB,124.99,https://pcpartpicker.com/product/72H7YJ/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-f5-6800j3445g16gx2-tz5rs,"5,6800","2,16",3.906,Silver / Black,10,34
Kingston FURY Renegade 16 GB,67.12,https://pcpartpicker.com/product/Rw26Mp/kingston-fury-renegade-16-gb-1-x-16-gb-ddr5-6000-cl32-memory-kf560c32rw-16,"5,6000","1,16",4.195,Silver / White,10.667,32
Kingston FURY Beast 64 GB,241.98,https://pcpartpicker.com/product/pbWJ7P/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-kf564c32bbek2-64,"5,6400","2,32",3.781,Black,10,32
Crucial CT8G4DFS8266 8 GB,19.89,https://pcpartpicker.com/product/NXtQzy/crucial-8-gb-1-x-8-gb-ddr4-2666-memory-ct8g4dfs8266,"4,2666","1,8",2.486,Green / Black,14.254,19
Corsair Vengeance LPX 8 GB,28.98,https://pcpartpicker.com/product/sBZ2FT/corsair-memory-cmk8gx4m1a2666c16r,"4,2666","1,8",3.623,Red,12.003,16
Timetec PINNACLE Konduit RGB 16 GB,33.99,https://pcpartpicker.com/product/NfP8TW/timetec-pinnacle-konduit-rgb-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-pkmd4u32c16chw16g,"4,3200","1,16",2.124,White,10,16
Corsair Vengeance RGB RS 8 GB,28.99,https://pcpartpicker.com/product/jDWzK8/corsair-vengeance-rgb-rs-8-gb-1-x-8-gb-ddr4-3600-cl18-memory-cmg8gx4m1d3600c18,"4,3600","1,8",3.624,Black,10,18
G.Skill Ripjaws X 4 GB,22.69,https://pcpartpicker.com/product/gvyFf7/gskill-memory-f312800cl9d4gbxl,"3,1600","2,2",5.673,Black / Red,11.25,9
Corsair Vengeance LPX 16 GB,230,https://pcpartpicker.com/product/2skwrH/corsair-memory-cmk16gx4m2b3000c15r,"4,3000","2,8",14.375,Red,10,15
ADATA XPG SPECTRIX D50 32 GB,,https://pcpartpicker.com/product/XsD7YJ/adata-xpg-spectrix-d50-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-ax4u360016g18i-dt50,"4,3600","2,16",,Black,10,18
Patriot Signature Line 8 GB,15.99,https://pcpartpicker.com/product/7RF48d/patriot-signature-line-8gb-1-x-8gb-ddr4-2400-memory-psd48g240081,"4,2400","1,8",1.999,Green / Black,14.167,17
ADATA AD5U480016G-DT 32 GB,137.09,https://pcpartpicker.com/product/Xrnypg/adata-ad5u480016g-dt-32-gb-2-x-16-gb-ddr5-4800-cl40-memory-ad5u480016g-dt,"5,4800","2,16",4.284,Black,16.667,40
Kingston FURY Beast 32 GB,89.64,https://pcpartpicker.com/product/ZdhFf7/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3733-cl19-memory-kf437c19bb1k232,"4,3733","2,16",2.801,Black,10.179,19
G.Skill Ripjaws V 128 GB,346.31,https://pcpartpicker.com/product/cKzhP6/gskill-ripjaws-v-128-gb-4-x-32-gb-ddr4-3600-cl16-memory-f4-3600c16q-128gvk,"4,3600","4,32",2.706,Red,8.889,16
Corsair Vengeance RGB RT 32 GB,114.99,https://pcpartpicker.com/product/zy8bt6/corsair-vengeance-rgb-rt-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-cmn32gx4m2z4000c18,"4,4000","2,16",3.593,Black,9,18
Kingston FURY Renegade 16 GB,75.99,https://pcpartpicker.com/product/9w26Mp/kingston-fury-renegade-16-gb-1-x-16-gb-ddr5-6400-cl32-memory-kf564c32rw-16,"5,6400","1,16",4.749,Silver / White,10,32
Kingston FURY Renegade 32 GB,241.98,https://pcpartpicker.com/product/NYFmP6/kingston-fury-renegade-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-kf580c38rwk2-32,"5,8000","2,16",7.562,Silver / White,9.5,38
Timetec PINNACLE Konduit 8 GB,19.99,https://pcpartpicker.com/product/xy4Zxr/timetec-pinnacle-konduit-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-pkmd4u32c16cnhw8g,"4,3200","1,8",2.499,White,10,16
GOODRAM IRDM PRO 8 GB,34.6,https://pcpartpicker.com/product/Gf26Mp/goodram-irdm-pro-8-gb-1-x-8-gb-ddr4-3600-cl18-memory-irp-k3600d4v64l18s8g,"4,3600","1,8",4.325,Black,10,18
Corsair Vengeance 32 GB,,https://pcpartpicker.com/product/4bddnQ/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5200-cl38-memory-cmk32gx5m2b5200c38,"5,5200","2,16",,Black / Gray,14.615,38
Crucial Ballistix Sport LT 16 GB,,https://pcpartpicker.com/product/3BCD4D/crucial-ballistix-sport-lt-16-gb-2-x-8-gb-ddr4-3000-memory-bls2k8g4d30aesbk,"4,3000","2,8",,Silver / Black,10,15
GeIL EVO POTENZA 16 GB,,https://pcpartpicker.com/product/VH66Mp/geil-evo-potenza-16-gb-2-x-8-gb-ddr4-3000-memory-gpr416gb3000c16adc,"4,3000","2,8",,Red / Black,10.667,16
Crucial Ballistix 32 GB,,https://pcpartpicker.com/product/FHpmP6/crucial-ballistix-32-gb-2-x-16-gb-ddr4-3200-memory-bl2k16g32c16u4w,"4,3200","2,16",,White,10,16
Apacer AU 8 GB,,https://pcpartpicker.com/product/xkddnQ/apacer-au-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-au08ggb32csybgh,"4,3200","1,8",,Black,13.75,22
TEAMGROUP T-Force Vulcan Eco 32 GB,99.99,https://pcpartpicker.com/product/6QbRsY/teamgroup-t-force-vulcan-eco-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-flesd532g6000hc30dc01,"5,6000","2,16",3.125,Silver,10,30
Patriot Viper Xtreme 5 RGB 48 GB,164.99,https://pcpartpicker.com/product/9zGhP6/patriot-viper-xtreme-5-rgb-48-gb-2-x-24-gb-ddr5-7600-cl36-memory-pvxr548g76c36k,"5,7600","2,24",3.437,Black,9.474,36
Corsair Vengeance LPX 64 GB,133.99,https://pcpartpicker.com/product/zfPzK8/corsair-memory-cmk64gx4m4a2400c14,"4,2400","4,16",2.094,Black / Yellow,11.667,14
G.Skill Trident Z Neo 128 GB,264.99,https://pcpartpicker.com/product/TfVG3C/gskill-trident-z-neo-128-gb-4-x-32-gb-ddr4-3200-cl16-memory-f4-3200c16q-128gtzn,"4,3200","4,32",2.07,Black / Silver,10,16
TEAMGROUP T-Force Vulcan 32 GB,92.99,https://pcpartpicker.com/product/zQ4Ycf/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-5600-cl32-memory-flrd532g5600hc32dc01,"5,5600","2,16",2.906,Red,11.429,32
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,https://pcpartpicker.com/product/zCXJ7P/team-t-force-vulcan-z-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-tlzgd464g3600hc18jdc01,"4,3600","2,32",1.844,Gray,10,18
TEAMGROUP T-Force Vulcan 32 GB,94.99,https://pcpartpicker.com/product/rYTZxr/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6400-cl40-memory-flbd532g6400hc40bdc01,"5,6400","2,16",2.968,Black,12.5,40
Crucial CT32G4RFD424A 32 GB,42,https://pcpartpicker.com/product/DQDJ7P/crucial-32gb-1-x-32gb-registered-ddr4-2400-memory-ct32g4rfd424a,"4,2400","1,32",1.312,,14.167,17
Corsair Dominator Platinum RGB 64 GB,319.99,https://pcpartpicker.com/product/XqsV3C/corsair-dominator-platinum-rgb-64-gb-4-x-16-gb-ddr5-6200-cl32-memory-cmt64gx5m4b6200c32,"5,6200","4,16",5,Black,10.323,32
Kingston Server Premier 16 GB,105.12,https://pcpartpicker.com/product/FmWJ7P/kingston-server-premier-16-gb-1-x-16-gb-ddr5-5200-cl42-memory-ksm52e42bs8km-16ha,"5,5200","1,16",6.57,Green / Black,16.154,42
Corsair Vengeance LP 16 GB,78.98,https://pcpartpicker.com/product/NdkD4D/corsair-memory-cml16gx3m2a1600c10,"3,1600","2,8",4.936,Black / Yellow,12.5,10
TEAMGROUP T-Force Vulcan Z 16 GB,,https://pcpartpicker.com/product/NBnypg/team-t-force-vulcan-z-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-tlzrd416g3200hc16f01,"4,3200","1,16",,Red,10,16
PNY XLR8 Gaming EPIC-X RGB 32 GB,67.99,https://pcpartpicker.com/product/2KjNnQ/pny-xlr8-gaming-epic-x-rgb-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-md32gk2d4320016xrgb,"4,3200","2,16",2.125,Black,10,16
TEAMGROUP T-Force DELTAα RGB 32 GB,99.99,https://pcpartpicker.com/product/7pGhP6/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-ff7d532g5600hc40bdc01,"5,5600","2,16",3.125,Black,14.286,40
Crucial CT8G4DFS8213 8 GB,20,https://pcpartpicker.com/product/TTnG3C/crucial-memory-ct8g4dfs8213,"4,2133","1,8",2.5,Black / Green,14.065,15
Corsair Dominator Platinum RGB 32 GB,149.99,https://pcpartpicker.com/product/jz3mP6/corsair-dominator-platinum-rgb-32-gb-4-x-8-gb-ddr4-3200-cl16-memory-cmt32gx4m4c3200c16w,"4,3200","4,8",4.687,White,10,16
Crucial CT2K4G4DFS824A 8 GB,31.99,https://pcpartpicker.com/product/yz8H99/crucial-8gb-2-x-4gb-ddr4-2400-memory-ct2k4g4dfs824a,"4,2400","2,4",3.999,Green,14.167,17
G.Skill Aegis 4 GB,26.65,https://pcpartpicker.com/product/jRvZxr/gskill-aegis-4-gb-1-x-4-gb-ddr4-2133-cl15-memory-f4-2133c15s-4gis,"4,2133","1,4",6.662,Black / Red,14.065,15
Kingston KVR16N11K2/16 16 GB,74.88,https://pcpartpicker.com/product/9yh9TW/kingston-memory-kvr16n11k216,"3,1600","2,8",4.68,Green,13.75,11
G.Skill Trident X Series 16 GB,,https://pcpartpicker.com/product/R3h9TW/gskill-memory-f32933c12d16gtxdg,"3,2933","2,8",,,8.183,12
Kingston HyperX Fury 8 GB,,https://pcpartpicker.com/product/Y8W9TW/kingston-memory-hx316c10f8,"3,1600","1,8",,Blue / Silver,12.5,10
G.Skill Ripjaws V 32 GB,,https://pcpartpicker.com/product/dQRYcf/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-4000-cl14-memory-f4-4000c14d-32gvk,"4,4000","2,16",,Black,7,14
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,https://pcpartpicker.com/product/jfwypg/teamgroup-t-force-delta-tuf-gaming-alliance-rgb-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tf9d432g3200hc16fdc01,"4,3200","2,16",,Black / Gold,10,16
Corsair Vengeance RGB Pro 32 GB,135.99,https://pcpartpicker.com/product/jQjNnQ/corsair-vengeance-rgb-pro-32-gb-4-x-8-gb-ddr4-3600-cl16-memory-cmw32gx4m4d3600c16,"4,3600","4,8",4.25,Black,8.889,16
TEAMGROUP Elite 32 GB,53.99,https://pcpartpicker.com/product/H7ddnQ/teamgroup-elite-32-gb-2-x-16-gb-ddr4-2666-cl19-memory-ted432g2666c19dc01,"4,2666","2,16",1.687,Black,14.254,19
Patriot Viper 4 Blackout 16 GB,37.99,https://pcpartpicker.com/product/CLrRsY/patriot-viper-4-blackout-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-pvb416g360c8k,"4,3600","2,8",2.374,Black,10,18
G.Skill Trident Z Royal Elite 64 GB,272.32,https://pcpartpicker.com/product/CkjBD3/gskill-trident-z-royal-elite-64-gb-2-x-32-gb-ddr4-4266-cl19-memory-f4-4266c19d-64gteg,"4,4266","2,32",4.255,Gold,8.908,19
V-Color XSky RGB 32 GB,90.99,https://pcpartpicker.com/product/9s2WGX/v-color-xsky-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-tmxsl1660836kwk,"5,6000","2,16",2.843,Black,12,36
Patriot Signature 4 GB,8.99,https://pcpartpicker.com/product/92JwrH/patriot-memory-psd34g1600l2s,"3,1600","1,4",2.248,Black,13.75,11
G.Skill Trident Z RGB 32 GB,79.09,https://pcpartpicker.com/product/rRHRsY/gskill-trident-z-rgb-32gb-2-x-16gb-ddr4-3000-memory-f4-3000c16d-32gtzr,"4,3000","2,16",2.472,Black,10.667,16
Kingston ValueRAM 8 GB,31.62,https://pcpartpicker.com/product/hqkH99/kingston-valueram-8-gb-1-x-8-gb-ddr5-4800-cl40-memory-kvr48u40bs6-8,"5,4800","1,8",3.953,Green,16.667,40
Kingston FURY Renegade 24 GB,116.32,https://pcpartpicker.com/product/rqzXsY/kingston-fury-renegade-24-gb-1-x-24-gb-ddr5-6400-cl32-memory-kf564c32rs-24,"5,6400","1,24",4.847,Silver / Black,10,32
Kingston FURY Beast 32 GB,99.6,https://pcpartpicker.com/product/RZ3gXL/kingston-fury-beast-32-gb-1-x-32-gb-ddr5-4800-cl38-memory-kf548c38bb-32,"5,4800","1,32",3.112,Black,15.833,38
Kingston HyperX Fury 64 GB,449,https://pcpartpicker.com/product/FTQfrH/kingston-hyperx-fury-64-gb-2-x-32-gb-ddr4-3466-cl17-memory-hx434c17fb3k264,"4,3466","2,32",7.016,Black,9.81,17
Timetec PINNACLE Konduit RGB 32 GB,61.99,https://pcpartpicker.com/product/7cTZxr/timetec-pinnacle-konduit-rgb-32-gb-1-x-32-gb-ddr4-3600-cl18-memory-pkmd4u36c18fhw32g,"4,3600","1,32",1.937,White,10,18
ADATA XPG GAMMIX D45 16 GB,,https://pcpartpicker.com/product/T4zhP6/adata-xpg-gammix-d45-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ax4u32008g16a-dcbkd45,"4,3200","2,8",,Black,10,16
Crucial Ballistix 8 GB,,https://pcpartpicker.com/product/9vFbt6/crucial-ballistix-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-bl8g32c16u4r,"4,3200","1,8",,Red,10,16
TEAMGROUP T-Force Vulcan alpha 32 GB,,https://pcpartpicker.com/product/kRZ9TW/teamgroup-t-force-vulcan-alpha-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-flabd532g6000hc38adc01,"5,6000","2,16",,Black / Silver,12.667,38
Silicon Power SP032GBSVU480F22 32 GB,74.97,https://pcpartpicker.com/product/d3rRsY/silicon-power-sp032gbsvu480f22-32-gb-2-x-16-gb-ddr5-4800-sodimm-cl40-memory-sp032gbsvu480f22,"5,4800","2,16",2.343,Black,16.667,40
TEAMGROUP T-Force Xtreem ARGB 32 GB,79.98,https://pcpartpicker.com/product/X7bTwP/team-t-force-xtreem-argb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf10d432g3600hc18jdc01,"4,3600","2,16",2.499,Black / Blue,10,18
G.Skill Trident Z 32 GB,94.51,https://pcpartpicker.com/product/Dzw7YJ/gskill-trident-z-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c16d-32gtzkw,"4,3200","2,16",2.953,Black / White,10,16
TEAMGROUP Elite Plus 64 GB,144.99,https://pcpartpicker.com/product/p6Gbt6/teamgroup-elite-plus-64-gb-2-x-32-gb-ddr5-4800-cl40-memory-tpbd564g4800hc40dc01,"5,4800","2,32",2.265,Black,16.667,40
